,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Base Race,Unk2-0,Graphics Data Skin Index,Graphics Data Hair,Graphics Data Complection X,Graphics Data Complection Y,Graphics Data Complection Z,Unk8-0,Stats Health,Stats Mana,Stats Absorbtion,Tuning Actions,Tuning Move,Attack Range,Stats To Hit,Stats Parry,Tuning Weapon Weight,Attack Weapon Type Id,Stats Danage Nub,Stats Damage Max,Skills General,Skills Steal,Skills Tame,Skills Peripheral,Senses Sight,Senses Infra,Senses SenseLife,Senses Hearing,Senses Smell,Senses Tracking,Detections Sight,Detections Infra,Detections SenseLife,Detections Hearing,Detections Smell,Detections Tracking,Common loot Probability,Common loot Mask,Common loot Min,Common loot Max,Rare loot Probability,Rare loot Mask,Rare loot Min,Rare loot Max,Items,Skills Elemental,Skills Senses,Skills Astral,Spells,Equipment Wears,Equipment Weapon №1,Graphics Data Info Window Scale,Graphics Data Altitude,Tuning To hit Random,Graphics Data Dialog Camera Distance,Graphics Data Dialog Camera,Graphics Data Dialog Camera Height,Attack Real Weapon Type Id,Graphics Data Detonation,Base Level,Equipment Weapon №2,Stats Exp
,OrcFemaleTribeRA5,Orc Female,0,1,2,0.5,0.5,0.75,,60,16,11,101,1,8,45,38,1,5,11,10,25,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,16,64,10,0,0,0,material.malachite [1],0,0,0,,,bone short bow.burned bones,1,0,40,0,0.7,0.7,9,0,5,,10
,OrcFemaleTribeRA7,Orc Female,0,2,2,0.5,0.5,1,,80,19,13,101,1,8,61,52,1,5,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],0,0,0,,,bone long bow.burned bones,1,0,40,0,0.7,0.7,9,0,7,,20
,OrcFemaleTribeRM5,Orc Female,0,3,2,0.5,0.5,0.75,,27,32,11,55,1,0,45,38,1,8,11,10,25,25,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,16,64,10,0,0,0,material.malachite [1],25,25,25,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.burned bones,1,0,40,0,0.7,0.7,13,0,5,,10
,OrcFemaleTribeRM7,Orc Female,0,3,2,0.5,0.5,1,,40,39,13,55,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],35,35,35,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.scrab bones,1,0,40,0,0.7,0.7,13,0,7,,20
,OrcMaleTribeRF5,Orc Male,0,1,2,0.5,0.5,0.8,,60,16,11,55,1,0,45,38,1,8,11,10,25,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,16,64,10,0,0,0,material.malachite [1],0,0,0,,,stone axe.malachite,1,0,40,0,0.7,0.7,13,0,5,,10
,OrcMaleTribeRF7,Orc Male,0,2,2,0.5,0.5,1.2,,80,19,13,55,1,0,61,52,1,8,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],0,0,0,,,stone battle axe.silicon,1,0,40,0,0.7,0.7,13,0,7,,20
,OrcFemaleShaivarA7,Orc Female,0,2,2,0.5,0.5,1,,80,19,13,101,1,8,61,52,1,5,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],0,0,0,,,bone long bow.scrab bones,1,0,40,0,0.7,0.7,9,0,7,,20
,OrcFemaleShaivarM7,Orc Female,0,3,2,0.5,0.5,1,,40,39,13,55,1,0,61,52,1,8,14,11,35,35,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],35,35,35,"arrow{e2},fireball {e2},firewall{e2},strength{d2}",,bone club.scrab bones,1,0,40,0,0.7,0.7,13,0,7,,20
,OrcMaleShaivarF7,Orc Male,0,2,2,0.5,0.5,1.2,,80,19,13,55,1,0,61,52,1,8,14,11,35,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],0,0,0,,,stone battle axe.malachite,1,0,40,0,0.8,0.8,13,0,7,,20
,OrcMaleShaivarKeykeeperF7,Orc Male,0,2,2,0.5,0.5,1.2,,80,19,13,55,1,0,61,52,1,8,14,11,35,0,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,78,312,10,0,0,0,material.malachite [2],0,0,0,,,stone battle axe.malachite,1,0,40,0,0.7,0.7,13,0,7,,20
,PigF0,Pig,0,0,2,0.5,0.5,0.5,,20,5,0,50,1,0,0,0,1,8,0,0,0,0,0,1.7,8.5,100,0,2,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.thin,0,0,0,,,,1,0,40,0,0.7,0.7,15,0,0,,0
,RatGiantF9,Rat,0,0,2,0.5,0.5,0.3,,50,24,16,49,1,0,77,65,1,8,17,14,45,45,65,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,giantratskin,0,0,0,,,,1,0,40,0,0.7,0.7,15,0,9,,50
,RatGiantF10,Rat,0,0,2,0.5,0.5,0.5,,60,26,17,49,1,0,85,72,1,8,18,16,50,50,70,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,giantratskin_2,0,0,0,,,,1,0,40,0,0.7,0.7,15,0,10,,60
,RatGiantF11,Rat,0,0,2,0.5,0.5,0.7,,60,29,19,49,1,0,93,78,1,8,20,17,55,55,75,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,giantratskin_3,0,0,0,,,,1,0,40,0,0.7,0.7,15,0,11,,90
,RatSmallF1,Rat,0,0,2,0.5,0.5,0,,25,11,7,49,1,0,13,12,1,8,8,6,5,5,5,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,ratsmall00,0,0,0,,,,1,0,40,0,0.7,0.7,15,0,1,,4
,ScrabBlueF5,Scrab,0,0,2,0.5,0.5,0.5,,60,16,11,50,1,0,45,38,1,8,11,10,25,100,45,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.scrab bones [1],0,0,0,,,,1.5,0,40,0,0.7,0.7,15,0,5,,10
,ScrabGreyF5,Scrab,0,0,2,0.5,0.5,0.7,,60,16,11,50,1,0,45,38,1,8,11,10,25,100,45,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.scrab bones [1],0,0,0,,,,1.5,0,40,0,0.7,0.7,15,0,5,,10
,ScrabMotherHealthF20,Scrab,0,0,2,0.5,0.5,2,,500,67,44,50,1,0,165,138,1,8,47,40,100,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.scrab bones [4],0,0,0,,,,2,0,40,0,0.7,0.7,15,0.5,20,,4000
,ScrabMotherPoisonedF6,Scrab,0,0,2,0.5,0.5,2,,70,18,12,50,1,0,53,45,1,8,12,11,30,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.scrab bones [4],0,0,0,,,,2,0,40,0,0.7,0.7,15,0.5,6,,14
,ShadowM13,Shadow,0,0,2,0.5,0.5,0.5,,100,69,23,70,1,8,109,92,1,16,24,21,65,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,shadow00,65,65,65,"acid_fog {e2;e2},acid_ray {e2;e2}",,,1.1,0,40,0,0.7,0.7,16,0,13,,200
,ShadowM15,Shadow,0,0,2,0.5,0.5,0.5,,130,84,28,70,1,8,125,105,1,16,29,25,75,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,shadow00_2,75,75,75,"acid_fog {e2;e2;e1},acid_ray {e2;e2;e1}",,,1.1,0,40,0,0.7,0.7,16,0,15,,500
,ShadowM17,Shadow,0,0,2,0.5,0.5,0.5,,160,101,33,70,1,8,141,118,1,16,35,31,85,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,shadow00_3,85,85,85,"acid_fog {e2;e2;e2},acid_ray {e2;e2;e2}",,,1.1,0,40,0,0.7,0.7,16,0,17,,1000
,ShadowM20,Shadow,0,0,2,0.5,0.5,0.5,,240,135,44,70,1,8,165,138,1,16,47,40,100,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,shadow00_4,100,100,100,"acid_fog {e2;e2;e2;e2},acid_ray {e2;e2;e2;e2}",,,1.1,0,40,0,0.7,0.7,16,0,20,,4000
,SkeletonF2,Skeleton,0,0,2,0.5,0.5,0.4,,40,13,9,49,1,0,29,25,1,8,9,8,15,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,2,10,10,0,0,0,material.burned bones [1],0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,3,,6
,SkeletonF3,Skeleton,0,0,2,0.5,0.5,0.6,,50,15,10,49,1,0,37,32,1,8,10,9,20,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,5,19,10,0,0,0,material.burned bones [2],0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,4,,8
,SkeletonF4,Skeleton,0,0,2,0.5,0.5,0.8,,60,16,11,49,1,0,45,38,1,8,11,10,25,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,10,38,10,0,0,0,material.burned bones [3],0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,5,,10
,SkeletonWarriorF7,Skeleton,0,0,2,0.5,0.5,1,,90,21,14,49,1,0,69,58,1,8,15,13,40,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,77,307,10,0,0,0,material.burned bones [4],0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,8,,28
,SpiderF10,Spider,0,0,2,0.5,0.5,0.5,,120,26,17,50,1,0,85,72,1,8,18,16,50,100,80,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,spidersting,0,0,0,,,,1.2,0,40,0,0.7,0.7,15,0,10,,60
,SpiderF13,Spider,0,0,2,0.5,0.5,0.5,,190,35,23,50,1,0,109,92,1,8,24,21,65,100,95,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,spidersting_2,0,0,0,,,,1.2,0,40,0,0.7,0.7,15,0,13,,200
,SpiderF14,Spider,0,0,2,0.5,0.5,0.5,,210,38,25,50,1,0,117,98,1,8,27,22,70,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,spidersting_2,0,0,0,,,,1.2,0,40,0,0.7,0.7,15,0,14,,300
,SpiderF15Canyon,Spider,0,0,2,0.5,0.5,0.5,,70,31,21,50,1,0,101,85,1,8,22,19,60,100,90,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,spidersting_2,0,0,0,,,,1.2,0,40,0,0.7,0.7,15,0,12,,140
,SpiderF15,Spider,0,0,2,0.5,0.5,0.5,,250,42,28,50,1,0,125,105,1,8,29,25,75,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,spidersting_2,0,0,0,,,,1.2,0,40,0,0.7,0.7,15,0,15,,500
,SuccubGreyM13Canyon,Succub_acid,0,0,2,0.5,0.5,0.5,,40,69,23,70,1,8,109,92,1,16,24,21,65,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2458,9830,10,0,0,0,succubusgreen00,65,65,65,"acid_fog {e2;e2},acid_ray {e2;e2}",,,1.2,0.8,40,0,0.7,0.7,16,0,13,,200
,SuccubGreyM13,Succub_acid,0,0,2,0.5,0.5,0.5,,100,69,23,70,1,8,109,92,1,16,24,21,65,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,2458,9830,10,0,0,0,succubusgreen00,65,65,65,"acid_fog {e2;e2},acid_ray {e2;e2}",,,1.2,0.8,40,0,0.7,0.7,16,0,13,,200
,SuccubGreyM15,Succub_acid,0,0,2,0.5,0.5,0.5,,130,84,28,70,1,8,125,105,1,16,29,25,75,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,succubusgreen00_2,75,75,75,"acid_fog {e2;e2;e1},acid_ray {e2;e2;e1}",,,1.2,0.8,40,0,0.7,0.7,16,0,15,,500
,SuccubGreyM17,Succub_acid,0,0,2,0.5,0.5,0.5,,160,101,33,70,1,8,141,118,1,16,35,31,85,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,succubusgreen00_3,85,85,85,"acid_fog {e2;e2;e2},acid_ray {e2;e2;e2}",,,1.2,0.8,40,0,0.7,0.7,16,0,17,,1000
,SuccubGreyM20,Succub_acid,0,0,2,0.5,0.5,0.5,,240,135,44,70,1,8,165,138,1,16,47,40,100,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,314573,1258290,10,0,0,0,succubusgreen00_4,100,100,100,"acid_fog {e2;e2;e2;e2},acid_ray {e2;e2;e2;e2}",,,1.2,0.8,40,0,0.7,0.7,16,0,20,,4000
,SuccubRedM9,Succub,0,0,2,0.5,0.5,0.5,,60,47,16,70,1,8,77,65,1,16,28,12,45,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,succubusred00,45,45,45,"firewall {e2;e1},arrow {e2;e1}",,,1.2,0.8,40,0,0.7,0.7,16,0,9,,50
,SuccubRedM10,Succub,0,0,2,0.5,0.5,0.5,,60,52,17,70,1,8,85,72,1,16,28,12,50,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,succubusred00_2,50,50,50,"firewall {e2;e1},arrow {e2;e1}",,,1.2,0.8,40,0,0.7,0.7,16,0,10,,60
,SuccubRedM11,Succub,0,0,2,0.5,0.5,0.5,,70,57,19,70,1,8,93,78,1,16,35,15,55,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,succubusred00_3,55,55,55,"firewall {e2;e2},arrow {e2;e2}",,,1.2,0.8,40,0,0.7,0.7,16,0,11,,90
,SuccubRedRuneM9,Succub,0,0,2,0.5,0.5,0.5,,60,47,16,70,1,8,77,65,1,16,28,12,45,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,154,614,10,0,0,0,rune.e1,45,45,45,"firewall {e2;e1},arrow {e2;e1}",,,1.2,0.8,40,0,0.7,0.7,16,0,9,,50
,SuccubGreyRuneM15,Succub_acid,0,0,2,0.5,0.5,0.5,,130,84,28,70,1,8,125,105,1,16,29,25,75,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,material.meteoric[3],75,75,75,"acid_fog {e2;e2;e1},acid_ray {e2;e2;e1}",,,1.2,0.8,40,0,0.7,0.7,16,0,15,,500
,SuccubBlueM10,Succub_lightning,0,0,2,0.5,0.5,0.5,,60,52,17,70,1,8,85,72,1,16,18,16,50,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,,50,50,50,"inv_lit {e2;e1},lightning {e2;e1}",,,1.2,0.8,40,0,0.7,0.7,16,0,10,,60
,SuccubBlueM11,Succub_lightning,0,0,2,0.5,0.5,0.5,,70,57,19,70,1,8,93,78,1,16,20,17,55,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,614,2458,10,0,0,0,,55,55,55,"inv_lit {e2;e2},lightning {e2;e2}",,,1.2,0.8,40,0,0.7,0.7,16,0,11,,90
,SuccubBlueM17,Succub_lightning,0,0,2,0.5,0.5,0.5,,160,101,33,70,1,8,141,118,1,16,35,31,85,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,85,85,85,"inv_lit {e2;e2;e2},lightning {e2;e2;e2}",,,1.2,0.8,40,0,0.7,0.7,16,0,17,,1000
,TigerRedF2,Tiger,0,0,2,0.5,0.5,0.3,,31,12,8,79,1,0,21,18,1,8,8,8,10,100,10,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.tiger hide [1],0,0,0,,,,1,0,40,0,0.7,0.7,15,0,2,,5
,TigerRedF4,Tiger,0,0,2,0.5,0.5,0.5,,50,15,10,79,1,0,37,32,1,8,10,9,20,100,20,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.tiger hide [2],0,0,0,,,,1,0,40,0,0.7,0.7,15,0,4,,8
,TigerRedF6,Tiger,0,0,2,0.5,0.5,0.7,,70,18,12,79,1,0,53,45,1,8,12,11,30,100,30,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.tiger hide [3],0,0,0,,,,1,0,40,0,0.7,0.7,15,0,6,,14
,TigerWhiteF6,Tiger,0,0,2,0.5,0.5,0.6,,70,18,12,79,1,0,53,45,1,8,12,11,30,100,30,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.tiger hide white [1],0,0,0,,,,1,0,40,0,0.7,0.7,15,0,6,,14
,TigerWhiteF8,Tiger,0,0,2,0.5,0.5,0.8,,90,21,14,79,1,0,69,58,1,8,15,13,40,100,40,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.tiger hide white [2],0,0,0,,,,1,0,40,0,0.7,0.7,15,0,8,,28
,TigerWhiteF10,Tiger,0,0,2,0.5,0.5,1,,120,26,17,79,1,0,85,72,1,8,18,16,50,100,50,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,material.tiger hide white [3],0,0,0,,,,1,0,40,0,0.7,0.7,15,0,10,,60
,ToadM1,Toad,0,0,2,0.5,0.5,0,,16,24,8,70,1,8,21,18,1,16,4,1,10,100,10,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,toadlegs00,10,10,10,acid_ray {ee5},,,1,0,40,0,0.7,0.7,16,0,2,,5
,ToadM2,Toad,0,0,2,0.5,0.5,0.2,,16,24,8,70,1,8,21,18,1,16,9,0,10,100,10,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,toadlegs00,10,10,10,acid_ray,,,1,0,40,0,0.7,0.7,16,0,2,,5
,ToadM4,Toad,0,0,2,0.5,0.5,0.4,,22,29,10,70,1,8,37,32,1,16,18,0,20,100,20,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,toadlegs00_2,20,20,20,acid_ray {e1},,,1,0,40,0,0.7,0.7,16,0,4,,8
,ToadM6,Toad,0,0,2,0.5,0.5,0.7,,32,35,12,70,1,8,53,45,1,16,18,0,30,100,30,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,toadlegs00_3,30,30,30,acid_ray {e1},,,1,0,40,0,0.7,0.7,16,0,6,,14
,TrollBlackSlowF16,Troll Slow,0,0,2,0.5,0.5,1,,280,46,30,51,1,0,133,112,1,8,32,28,80,100,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,19661,78643,10,0,0,0,material.troll black [1],0,0,0,,,,2,0,40,0,0.7,0.7,14,1.5,16,,700
,TrollBlueF12,Troll,0,0,2,0.5,0.5,0.8,,210,38,25,51,1,0,117,98,1,8,27,22,70,100,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,4915,19661,10,0,0,0,material.troll blue [3],0,0,0,,,,2,0,40,0,0.7,0.7,14,1.2,14,,300
,TrollBlueF9,Troll,0,0,2,0.5,0.5,0.5,,140,29,19,51,1,0,93,78,1,8,20,17,55,100,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,614,2458,10,0,0,0,material.troll blue [1],0,0,0,,,,2,0,40,0,0.7,0.7,14,0.5,11,,90
,TrollBlueF11,Troll,0,0,2,0.5,0.5,0.65,,190,35,23,51,1,0,109,92,1,8,24,21,65,100,100,1.7,12.8,100,0,2.8,0,0,1.5,1,1.5,1,1,1,100,0,2458,9830,10,0,0,0,material.troll blue [2],0,0,0,,,,2,0,40,0,0.7,0.7,14,1,13,,200
,TrollGreenF10,Troll,0,0,2,0.5,0.5,0.4,,120,26,20,51,1,0,85,72,1,8,18,16,50,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,material.troll green [1],0,0,0,,,,2,0,40,0,0.7,0.7,14,0.8,10,,60
,UndeadF13,Human Male,0,29,2,0.3,0.7,0.7,,190,35,23,50,1,0,109,92,1,8,24,21,65,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,2458,9830,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,9,0,13,,200
,UndeadF15,Human Male,0,29,2,0.8,0.6,0.9,,250,42,28,50,1,0,125,105,1,8,29,25,75,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,9830,39322,10,0,0,0,,0,0,0,,,,1,0,40,0,0.7,0.7,9,0,15,,500
,UndeadF17,Human Male,0,30,2,0.9,0.6,1.1,,320,51,33,50,1,0,141,118,1,8,35,31,85,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,39322,157286,10,0,0,0,,0,0,0,,,battle axe.iron,1,0,40,0,0.7,0.7,9,0,17,,1000
,UnicornBlackM15,Unicorn,0,0,2,0.5,0.5,0.4,,130,84,28,70,1,8,125,105,1,16,29,25,75,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,unicornhorn00,75,75,75,lightning {e2;e2;e2},,,1.1,0,40,0,0.7,0.7,16,0,15,,500
,UnicornWhiteM15,Unicorn,0,0,2,0.5,0.5,0.4,,130,84,28,70,1,8,125,105,1,16,29,25,75,100,100,1.7,8.5,100,0,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,unicornhorn01,75,75,75,lightning {e2;e2;e2},,,1.1,0,40,0,0.7,0.7,16,0,15,,500
,WillowispM1,Willowisp,0,0,2,0.5,0.5,0.5,,5,22,7,70,1,8,13,12,1,16,7,0,5,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,willowisp00,5,5,5,arrow,,,1,0,40,0,0.7,0.7,16,0,1,,4
,WillowispM3,Willowisp,0,0,2,0.5,0.5,0.5,,10,27,9,70,1,8,29,25,1,16,10,1,15,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,willowisp00_2,15,15,15,arrow {ee4},,,1,0,40,0,0.7,0.7,16,0,3,,6
,WillowispM5,Willowisp,0,0,2,0.5,0.5,0.5,,15,32,11,70,1,8,45,38,1,16,21,0,25,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,0,0,10,0,0,0,willowisp00_3,25,25,25,arrow {e2},,,1,0,40,0,0.7,0.7,16,0,5,,10
,WolfGreyF0,Wolf,0,0,2,0.5,0.5,0.25,,70,10,0,68,1,0,5,5,1,8,8,4,0,99,99,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,graywolfskin,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,0,,3
,WolfGreyF1,Wolf,0,0,2,0.5,0.5,0.4,,25,11,7,68,1,0,13,12,1,8,8,6,5,100,100,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,graywolfskin,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,1,,4
,WolfGreyF2,Wolf,0,0,2,0.5,0.5,0.7,,31,12,8,68,1,0,21,18,1,8,8,8,10,100,100,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,graywolfskin_2,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,2,,5
,WolfGreyF3,Wolf,0,0,2,0.5,0.5,0.85,,40,13,9,68,1,0,29,25,1,8,9,8,15,100,100,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,graywolfskin_3,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,3,,6
,WolfWhiteF4,Wolf,0,0,2,0.5,0.5,0.6,,50,15,10,68,1,0,37,32,1,8,10,9,20,100,100,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,whitewolfskin,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,4,,8
,WolfWhiteF5,Wolf,0,0,2,0.5,0.5,0.8,,60,16,11,68,1,0,45,38,1,8,11,10,25,100,100,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,whitewolfskin_2,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,5,,10
,WolfWhiteF6,Wolf,0,0,2,0.5,0.5,1,,70,18,12,68,1,0,53,45,1,8,12,11,30,100,100,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,whitewolfskin_3,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,6,,14
,WolfWhiteQF6,Wolf,0,0,2,0.5,0.5,1,,70,18,12,68,1,0,53,45,1,8,12,11,30,100,100,1.7,8.5,100,0,2.8,2.83333,10,1,1,1,1,1,1,100,0,0,0,10,0,0,0,,0,0,0,,,,0.9,0,40,0,0.7,0.7,15,0,6,,14
,ZombieFemaleF10,Zombie Female,0,0,1,0.3,0.1,0.5,,120,26,17,51,1,0,85,72,1,8,18,16,50,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,307,1229,10,0,0,0,zombie00,0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,10,,60
,ZombieFemaleF12,Zombie Female,0,0,1,0.3,0.5,0.6,,160,31,21,51,1,0,101,85,1,8,22,19,60,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,1229,4915,10,0,0,0,zombie00_2,0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,12,,140
,ZombieFemaleF14,Zombie Female,0,0,1,0.5,0.5,0.7,,210,38,25,51,1,0,117,98,1,8,27,22,70,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,4915,19661,10,0,0,0,zombie00_3,0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,14,,300
,ZombieFemaleF16,Zombie Female,0,0,1,0.3,0.9,0.9,,280,46,30,51,1,0,133,112,1,8,32,28,80,100,100,1.7,8.5,100,8.5,2.8,0,0,1,1,1,1,1,1,100,0,19661,78643,10,0,0,0,zombie00_4,0,0,0,,,,0.9,0,40,0,0.7,0.7,9,0,16,,700
